Invoice Date,Customer Code,Material Code,Customer Name,Material Description,Total
4/30/2016,100922.0,143115.0,BUBNA COMMERCIAL COMPANY,GCSHEETTATXGCGC01045X840X1830,3.0
4/30/2016,100922.0,143116.0,BUBNA COMMERCIAL COMPANY,GCSHEETTATXGCGC01050X840X1830,2.0
4/30/2016,100922.0,143126.0,BUBNA COMMERCIAL COMPANY,GCSHEETTATXGCGC01030X800X2135,5.0
4/30/2016,100922.0,143127.0,BUBNA COMMERCIAL COMPANY,GCSHEETTATXGCGC01035X800X2135,5.0
4/30/2016,100922.0,143130.0,BUBNA COMMERCIAL COMPANY,GCSHEETTATXGCGC01050X840X2135,16.0
4/30/2016,100922.0,143132.0,BUBNA COMMERCIAL COMPANY,GCSHEETTATXGCGC01060X840X2135,2.0
4/30/2016,100922.0,143133.0,BUBNA COMMERCIAL COMPANY,GCSHEETTATXGCGC01063X840X2135,18.0
4/30/2016,100922.0,143147.0,BUBNA COMMERCIAL COMPANY,GCSHEETTATXGCGC01050X840X2440,8.0
4/30/2016,100922.0,143150.0,BUBNA COMMERCIAL COMPANY,GCSHEETTATXGCGC01063X840X2440,15.0
4/30/2016,100922.0,143168.0,BUBNA COMMERCIAL COMPANY,GCSHEETTATXGCGC01020X800X2740,10.0
4/30/2016,100922.0,143169.0,BUBNA COMMERCIAL COMPANY,GCSHEETTATXGCGC01020X800X3050,9.0
4/30/2016,100922.0,143170.0,BUBNA COMMERCIAL COMPANY,GCSHEETTATXGCGC01020X800X3660,11.0
4/30/2016,100922.0,143176.0,BUBNA COMMERCIAL COMPANY,GCSHEETTATXGCGC01025X800X3050,5.0
4/30/2016,100922.0,143214.0,BUBNA COMMERCIAL COMPANY,GCSHEETTATXGCGC01045X840X3050,6.0
4/30/2016,100922.0,143215.0,BUBNA COMMERCIAL COMPANY,GCSHEETTATXGCGC01045X840X3660,6.0
4/30/2016,100922.0,143218.0,BUBNA COMMERCIAL COMPANY,GCSHEETTATXGCGC01050X840X2740,2.0
4/30/2016,100922.0,143306.0,BUBNA COMMERCIAL COMPANY,GCSHEETTATXGCGC01060X840X2740,6.0
4/30/2016,100922.0,143307.0,BUBNA COMMERCIAL COMPANY,GCSHEETTATXGCGC01060X840X3050,27.0
4/30/2016,100922.0,143322.0,BUBNA COMMERCIAL COMPANY,GCSHEETTATXGCGC01063X840X2740,15.0
4/30/2016,100922.0,180187.0,BUBNA COMMERCIAL COMPANY,GCSHEETTATXGCGC01050X1220X3050,9.0
4/30/2016,100922.0,187545.0,BUBNA COMMERCIAL COMPANY,GCSHEETTATXGCGC01045X1220X2135,27.0
4/30/2016,100922.0,187547.0,BUBNA COMMERCIAL COMPANY,GCSHEETTATXGCGC01045X1220X2740,4.0
4/30/2016,100922.0,192797.0,BUBNA COMMERCIAL COMPANY,GCSHEETTATXGCGC01050X1220X2740,9.0
4/30/2016,100922.0,196859.0,BUBNA COMMERCIAL COMPANY,GCSHEETTATXGCGC0105X1220X2135,21.0
4/30/2016,100922.0,197270.0,BUBNA COMMERCIAL COMPANY,GCSHEETTATXGCGC01063X1220X2135,3.0
4/30/2016,100922.0,220719.0,BUBNA COMMERCIAL COMPANY,GCSHEETTATXGCGC0104X910X3050,18.0
4/30/2016,100922.0,220720.0,BUBNA COMMERCIAL COMPANY,GCSHEETTATXGCGC0104X910X3660,11.0
4/30/2016,100922.0,231213.0,BUBNA COMMERCIAL COMPANY,GCSHEETTATXGCGC01050X910X2440,16.0
4/30/2016,100922.0,242413.0,BUBNA COMMERCIAL COMPANY,GCSHEETTATXGCGC01045X910X1830,9.0
4/30/2016,100922.0,256326.0,BUBNA COMMERCIAL COMPANY,GCSHEETTATGCSGCS1045X910X3050SEC,13.0
4/30/2016,100922.0,261015.0,BUBNA COMMERCIAL COMPANY,GCSHEETTATGCSGCS1030X910X4270SEC,2.0
4/30/2016,100922.0,436109.0,BUBNA COMMERCIAL COMPANY,GCSHEETTATXGCGC014X1220X2740,4.0
4/30/2016,100922.0,442562.0,BUBNA COMMERCIAL COMPANY,GCSHEETTATXGCGC013X1220X3660,9.0
4/30/2016,103374.0,180187.0,KAUSALYA AGENCIES,GCSHEETTATXGCGC01050X1220X3050,77.0
4/30/2016,103374.0,180189.0,KAUSALYA AGENCIES,GCSHEETTATXGCGC01060X1220X3050,24.0
4/30/2016,103374.0,180199.0,KAUSALYA AGENCIES,GCSHEETTATXGCGC01050X1220X3660,78.0
4/30/2016,103374.0,182187.0,KAUSALYA AGENCIES,GCSHEETTATXGCGC01050X1220X2440,24.0
4/30/2016,103374.0,186547.0,KAUSALYA AGENCIES,GCSHEETTATXGCGC01050X1220X4270,33.0
4/30/2016,103374.0,187546.0,KAUSALYA AGENCIES,GCSHEETTATXGCGC01045X1220X2440,12.0
4/30/2016,103374.0,187548.0,KAUSALYA AGENCIES,GCSHEETTATXGCGC01045X1220X3050,49.0
4/30/2016,103374.0,187549.0,KAUSALYA AGENCIES,GCSHEETTATXGCGC01045X1220X3660,92.0
4/30/2016,103374.0,195051.0,KAUSALYA AGENCIES,GCSHEETTATXGCGC01040X1220x3660,19.0
4/30/2016,114602.0,143215.0,SAHA STEEL PVT. LTD.,GCSHEETTATXGCGC01045X840X3660,14.0
4/30/2016,114602.0,143218.0,SAHA STEEL PVT. LTD.,GCSHEETTATXGCGC01050X840X2740,12.0
4/30/2016,114602.0,143226.0,SAHA STEEL PVT. LTD.,GCSHEETTATXGCGC01040X800X2740,11.0
4/30/2016,114602.0,143270.0,SAHA STEEL PVT. LTD.,GCSHEETTATXGCGC01050X840X3660,62.0
4/30/2016,115048.0,143197.0,SHRI RAM SALES,GCSHEETTATXGCGC01030X800X3660,7.0
4/30/2016,115048.0,220708.0,SHRI RAM SALES,GCSHEETTATXGCGC01030X910X3660,12.0
4/30/2016,115048.0,220725.0,SHRI RAM SALES,GCSHEETTATXGCGC01035X910X3050,5.0
4/30/2016,115048.0,220729.0,SHRI RAM SALES,GCSHEETTATXGCGC0103x910x4270,12.0
4/30/2016,117061.0,180187.0,BHARTIA  DISTRIBUTORS PVT. LTD.,GCSHEETTATXGCGC01050X1220X3050,29.0
4/30/2016,117061.0,180199.0,BHARTIA  DISTRIBUTORS PVT. LTD.,GCSHEETTATXGCGC01050X1220X3660,29.0
4/30/2016,117061.0,187548.0,BHARTIA  DISTRIBUTORS PVT. LTD.,GCSHEETTATXGCGC01045X1220X3050,37.0
4/30/2016,117061.0,187549.0,BHARTIA  DISTRIBUTORS PVT. LTD.,GCSHEETTATXGCGC01045X1220X3660,71.0
4/30/2016,117061.0,187550.0,BHARTIA  DISTRIBUTORS PVT. LTD.,GCSHEETTATXGCGC01045X1220X4270,34.0
4/30/2016,117061.0,306693.0,BHARTIA  DISTRIBUTORS PVT. LTD.,GCSHEETTATXGCGC0125X910X3050,8.0
4/30/2016,117061.0,306694.0,BHARTIA  DISTRIBUTORS PVT. LTD.,GCSHEETTATXGCGC0125X910X2440,9.0
4/30/2016,122331.0,180199.0,ANISH ENTERPRISE,GCSHEETTATXGCGC01050X1220X3660,26.0
4/30/2016,122331.0,187548.0,ANISH ENTERPRISE,GCSHEETTATXGCGC01045X1220X3050,17.0
4/30/2016,122331.0,187550.0,ANISH ENTERPRISE,GCSHEETTATXGCGC01045X1220X4270,36.0
4/30/2016,122331.0,220721.0,ANISH ENTERPRISE,GCSHEETTATXGCGC0104X910X4270,6.0
4/30/2016,122331.0,220722.0,ANISH ENTERPRISE,GCSHEETTATXGCGC0104X910X4880,6.0
4/30/2016,122331.0,220726.0,ANISH ENTERPRISE,GCSHEETTATXGCGC01035X910X3660,9.0
4/30/2016,122331.0,221069.0,ANISH ENTERPRISE,GCSHEETTATXGCGC01050X910X3660,30.0
4/30/2016,122331.0,222758.0,ANISH ENTERPRISE,GCSHEETTATXGCGC01045X910X3050,13.0
4/30/2016,122331.0,228913.0,ANISH ENTERPRISE,GCSHEETTATXGCGC01045X1220X4880,11.0
4/30/2016,128543.0,143197.0,VIKRANT IRON PRIVATE LIMITED,GCSHEETTATXGCGC01030X800X3660,6.0
4/30/2016,128543.0,143223.0,VIKRANT IRON PRIVATE LIMITED,GCSHEETTATXGCGC01035X800X3660,6.0
4/30/2016,128543.0,143228.0,VIKRANT IRON PRIVATE LIMITED,GCSHEETTATXGCGC01040X800X3050,6.0
4/30/2016,128543.0,143229.0,VIKRANT IRON PRIVATE LIMITED,GCSHEETTATXGCGC01040X800X3660,6.0
4/30/2016,128543.0,143230.0,VIKRANT IRON PRIVATE LIMITED,GCSHEETTATXGCGC01040X800X4270,6.0
4/30/2016,128543.0,231276.0,VIKRANT IRON PRIVATE LIMITED,GCSHEETTATXGCGC01063X910X3660,3.0
4/30/2016,150962.0,143143.0,BIHANI INTERNATIONAL PVT LTD.,GCSHEETTATXGCGC01030X800X2440,3.0
4/30/2016,150962.0,143177.0,BIHANI INTERNATIONAL PVT LTD.,GCSHEETTATXGCGC01025X800X3660,3.0
4/30/2016,150962.0,143197.0,BIHANI INTERNATIONAL PVT LTD.,GCSHEETTATXGCGC01030X800X3660,6.0
4/30/2016,150962.0,143222.0,BIHANI INTERNATIONAL PVT LTD.,GCSHEETTATXGCGC01035X800X3050,6.0
4/30/2016,150962.0,143223.0,BIHANI INTERNATIONAL PVT LTD.,GCSHEETTATXGCGC01035X800X3660,3.0
4/30/2016,150962.0,143228.0,BIHANI INTERNATIONAL PVT LTD.,GCSHEETTATXGCGC01040X800X3050,13.0
4/30/2016,150962.0,180187.0,BIHANI INTERNATIONAL PVT LTD.,GCSHEETTATXGCGC01050X1220X3050,9.0
4/30/2016,150962.0,186547.0,BIHANI INTERNATIONAL PVT LTD.,GCSHEETTATXGCGC01050X1220X4270,6.0
4/30/2016,150962.0,187548.0,BIHANI INTERNATIONAL PVT LTD.,GCSHEETTATXGCGC01045X1220X3050,3.0
4/30/2016,150962.0,192794.0,BIHANI INTERNATIONAL PVT LTD.,GCSHEETTATXGCGC01063X1220X4270,3.0
4/30/2016,150962.0,195051.0,BIHANI INTERNATIONAL PVT LTD.,GCSHEETTATXGCGC01040X1220x3660,5.0
4/30/2016,150962.0,228913.0,BIHANI INTERNATIONAL PVT LTD.,GCSHEETTATXGCGC01045X1220X4880,3.0
4/30/2016,150962.0,231275.0,BIHANI INTERNATIONAL PVT LTD.,GCSHEETTATXGCGC01063X910X2440,12.0
4/30/2016,150962.0,436262.0,BIHANI INTERNATIONAL PVT LTD.,GCSHEETTATXGCGC0135X1220X3660,3.0
4/30/2016,162906.0,220720.0,MANGLA SONS,GCSHEETTATXGCGC0104X910X3660,15.0
4/30/2016,162906.0,221068.0,MANGLA SONS,GCSHEETTATXGCGC01050X910X3050,40.0
4/30/2016,162906.0,231213.0,MANGLA SONS,GCSHEETTATXGCGC01050X910X2440,27.0
4/30/2016,162906.0,231231.0,MANGLA SONS,GCSHEETTATXGCGC01063X910X3050,33.0
4/30/2016,162906.0,231275.0,MANGLA SONS,GCSHEETTATXGCGC01063X910X2440,24.0
4/30/2016,165873.0,143143.0,FAIRDEAL ENTERPRISES,GCSHEETTATXGCGC01030X800X2440,3.0
4/30/2016,165873.0,143176.0,FAIRDEAL ENTERPRISES,GCSHEETTATXGCGC01025X800X3050,3.0
4/30/2016,165873.0,143198.0,FAIRDEAL ENTERPRISES,GCSHEETTATXGCGC01030X800X4270,8.0
4/30/2016,165873.0,143223.0,FAIRDEAL ENTERPRISES,GCSHEETTATXGCGC01035X800X3660,9.0
4/30/2016,165873.0,143228.0,FAIRDEAL ENTERPRISES,GCSHEETTATXGCGC01040X800X3050,6.0
4/30/2016,165873.0,143229.0,FAIRDEAL ENTERPRISES,GCSHEETTATXGCGC01040X800X3660,9.0
4/30/2016,165873.0,143230.0,FAIRDEAL ENTERPRISES,GCSHEETTATXGCGC01040X800X4270,9.0
4/30/2016,165873.0,143231.0,FAIRDEAL ENTERPRISES,GCSHEETTATXGCGC01040X800X4880,23.0
4/30/2016,165873.0,186547.0,FAIRDEAL ENTERPRISES,GCSHEETTATXGCGC01050X1220X4270,3.0
4/30/2016,165873.0,187549.0,FAIRDEAL ENTERPRISES,GCSHEETTATXGCGC01045X1220X3660,6.0
4/30/2016,165873.0,195051.0,FAIRDEAL ENTERPRISES,GCSHEETTATXGCGC01040X1220x3660,9.0
4/30/2016,165873.0,222756.0,FAIRDEAL ENTERPRISES,GCSHEETTATXGCGC01045X910X4270,5.0
4/30/2016,165873.0,436110.0,FAIRDEAL ENTERPRISES,GCSHEETTATXGCGC014X1220X4270,17.0
4/30/2016,847471.0,220707.0,AASHRAY ENTERPRISES,GCSHEETTATXGCGC01030X910X3050,12.0
4/30/2016,847471.0,220708.0,AASHRAY ENTERPRISES,GCSHEETTATXGCGC01030X910X3660,18.0
4/30/2016,847471.0,220720.0,AASHRAY ENTERPRISES,GCSHEETTATXGCGC0104X910X3660,24.0
4/30/2016,847471.0,220721.0,AASHRAY ENTERPRISES,GCSHEETTATXGCGC0104X910X4270,12.0
4/30/2016,847471.0,220729.0,AASHRAY ENTERPRISES,GCSHEETTATXGCGC0103x910x4270,9.0
4/30/2016,847471.0,221073.0,AASHRAY ENTERPRISES,GCSHEETTATXGCGC01060X910X4270,6.0
4/30/2016,100922.0,143119.0,BUBNA COMMERCIAL COMPANY,GCSHEETTATXGCGC01063X840X1830,4.0
4/30/2016,100922.0,143129.0,BUBNA COMMERCIAL COMPANY,GCSHEETTATXGCGC01045X840X2135,5.0
4/30/2016,100922.0,143143.0,BUBNA COMMERCIAL COMPANY,GCSHEETTATXGCGC01030X800X2440,11.0
4/30/2016,100922.0,143144.0,BUBNA COMMERCIAL COMPANY,GCSHEETTATXGCGC01035X800X2440,10.0
4/30/2016,100922.0,143177.0,BUBNA COMMERCIAL COMPANY,GCSHEETTATXGCGC01025X800X3660,6.0
4/30/2016,100922.0,143197.0,BUBNA COMMERCIAL COMPANY,GCSHEETTATXGCGC01030X800X3660,7.0
4/30/2016,100922.0,143221.0,BUBNA COMMERCIAL COMPANY,GCSHEETTATXGCGC01035X800X2740,11.0
4/30/2016,100922.0,143223.0,BUBNA COMMERCIAL COMPANY,GCSHEETTATXGCGC01035X800X3660,3.0
4/30/2016,100922.0,180199.0,BUBNA COMMERCIAL COMPANY,GCSHEETTATXGCGC01050X1220X3660,12.0
4/30/2016,100922.0,182187.0,BUBNA COMMERCIAL COMPANY,GCSHEETTATXGCGC01050X1220X2440,6.0
4/30/2016,100922.0,220705.0,BUBNA COMMERCIAL COMPANY,GCSHEETTATXGCGC01030X910X1830,8.0
4/30/2016,100922.0,220706.0,BUBNA COMMERCIAL COMPANY,GCSHEETTATXGCGC01030X910X2440,13.0
4/30/2016,100922.0,220707.0,BUBNA COMMERCIAL COMPANY,GCSHEETTATXGCGC01030X910X3050,9.0
4/30/2016,100922.0,220714.0,BUBNA COMMERCIAL COMPANY,GCSHEETTATXGCGC0104X910X1830,3.0
4/30/2016,100922.0,220724.0,BUBNA COMMERCIAL COMPANY,GCSHEETTATXGCGC01035X910X2440,9.0
4/30/2016,100922.0,220725.0,BUBNA COMMERCIAL COMPANY,GCSHEETTATXGCGC01035X910X3050,9.0
4/30/2016,100922.0,220968.0,BUBNA COMMERCIAL COMPANY,GCSHEETTATXGCGC01035X910X2740,9.0
4/30/2016,100922.0,221068.0,BUBNA COMMERCIAL COMPANY,GCSHEETTATXGCGC01050X910X3050,9.0
4/30/2016,100922.0,221069.0,BUBNA COMMERCIAL COMPANY,GCSHEETTATXGCGC01050X910X3660,6.0
4/30/2016,100922.0,222759.0,BUBNA COMMERCIAL COMPANY,GCSHEETTATXGCGC01045X910X2440,8.0
4/30/2016,100922.0,242160.0,BUBNA COMMERCIAL COMPANY,GCSHEETTATGCSGCS103X910SEC,9.0
4/30/2016,103374.0,436231.0,KAUSALYA AGENCIES,GCSHEETTATXGCGC014X1220X3050,22.0
4/30/2016,114602.0,21194.0,SAHA STEEL PVT. LTD.,GCSHEETTATGCSGCS1035X800SEC,4.0
4/30/2016,114602.0,143142.0,SAHA STEEL PVT. LTD.,GCSHEETTATXGCGC01025X800X2440,10.0
4/30/2016,114602.0,143144.0,SAHA STEEL PVT. LTD.,GCSHEETTATXGCGC01035X800X2440,36.0
4/30/2016,114602.0,143145.0,SAHA STEEL PVT. LTD.,GCSHEETTATXGCGC01040X800X2440,11.0
4/30/2016,114602.0,143146.0,SAHA STEEL PVT. LTD.,GCSHEETTATXGCGC01045X840X2440,9.0
4/30/2016,114602.0,143147.0,SAHA STEEL PVT. LTD.,GCSHEETTATXGCGC01050X840X2440,11.0
4/30/2016,114602.0,143177.0,SAHA STEEL PVT. LTD.,GCSHEETTATXGCGC01025X800X3660,6.0
4/30/2016,114602.0,143196.0,SAHA STEEL PVT. LTD.,GCSHEETTATXGCGC01030X800X3050,29.0
4/30/2016,114602.0,143197.0,SAHA STEEL PVT. LTD.,GCSHEETTATXGCGC01030X800X3660,43.0
4/30/2016,114602.0,143214.0,SAHA STEEL PVT. LTD.,GCSHEETTATXGCGC01045X840X3050,3.0
4/30/2016,114602.0,143219.0,SAHA STEEL PVT. LTD.,GCSHEETTATXGCGC01050X840X3050,34.0
4/30/2016,114602.0,143221.0,SAHA STEEL PVT. LTD.,GCSHEETTATXGCGC01035X800X2740,29.0
4/30/2016,114602.0,143222.0,SAHA STEEL PVT. LTD.,GCSHEETTATXGCGC01035X800X3050,55.0
4/30/2016,114602.0,143228.0,SAHA STEEL PVT. LTD.,GCSHEETTATXGCGC01040X800X3050,6.0
4/30/2016,114602.0,143229.0,SAHA STEEL PVT. LTD.,GCSHEETTATXGCGC01040X800X3660,17.0
4/30/2016,114602.0,143307.0,SAHA STEEL PVT. LTD.,GCSHEETTATXGCGC01060X840X3050,8.0
4/30/2016,114602.0,148051.0,SAHA STEEL PVT. LTD.,GCSHEETTATXGCGC01030X740X3660,4.0
4/30/2016,114602.0,180189.0,SAHA STEEL PVT. LTD.,GCSHEETTATXGCGC01060X1220X3050,4.0
4/30/2016,114602.0,180199.0,SAHA STEEL PVT. LTD.,GCSHEETTATXGCGC01050X1220X3660,32.0
4/30/2016,114602.0,182187.0,SAHA STEEL PVT. LTD.,GCSHEETTATXGCGC01050X1220X2440,14.0
4/30/2016,114602.0,186357.0,SAHA STEEL PVT. LTD.,GCSHEETTATXGCGC01020X780X2135,3.0
4/30/2016,114602.0,187546.0,SAHA STEEL PVT. LTD.,GCSHEETTATXGCGC01045X1220X2440,17.0
4/30/2016,114602.0,187547.0,SAHA STEEL PVT. LTD.,GCSHEETTATXGCGC01045X1220X2740,9.0
4/30/2016,114602.0,187549.0,SAHA STEEL PVT. LTD.,GCSHEETTATXGCGC01045X1220X3660,45.0
4/30/2016,114602.0,187550.0,SAHA STEEL PVT. LTD.,GCSHEETTATXGCGC01045X1220X4270,32.0
4/30/2016,114602.0,192797.0,SAHA STEEL PVT. LTD.,GCSHEETTATXGCGC01050X1220X2740,13.0
4/30/2016,114602.0,207398.0,SAHA STEEL PVT. LTD.,GCSHEETTATGCSGCS1030X800X3050SEC,3.0
4/30/2016,114602.0,207400.0,SAHA STEEL PVT. LTD.,GCSHEETTATGCSGCS1030X800X4270SEC,2.0
4/30/2016,114602.0,207420.0,SAHA STEEL PVT. LTD.,GCSHEETTATGCSGCS1045X840X3050SEC,3.0
4/30/2016,114602.0,221880.0,SAHA STEEL PVT. LTD.,GCSHEETTATXGCGC01035X910X2135,12.0
4/30/2016,114602.0,222758.0,SAHA STEEL PVT. LTD.,GCSHEETTATXGCGC01045X910X3050,3.0
4/30/2016,114602.0,231053.0,SAHA STEEL PVT. LTD.,GCSHEETTATXGCGC01100X1220X3000,3.0
4/30/2016,114602.0,242161.0,SAHA STEEL PVT. LTD.,GCSHEETTATGCSGCS1035X910SEC,4.0
4/30/2016,114602.0,261017.0,SAHA STEEL PVT. LTD.,GCSHEETTATGCSGCS1030X800X2135SEC,17.0
4/30/2016,114602.0,287469.0,SAHA STEEL PVT. LTD.,GCSHEETTATGCSGCS1055X1220X2400SEC,1.0
4/30/2016,114602.0,507142.0,SAHA STEEL PVT. LTD.,GCSHEETTATXGCGP120200X800X2740,3.0
4/30/2016,115048.0,180199.0,SHRI RAM SALES,GCSHEETTATXGCGC01050X1220X3660,36.0
4/30/2016,115048.0,187546.0,SHRI RAM SALES,GCSHEETTATXGCGC01045X1220X2440,8.0
4/30/2016,115048.0,187548.0,SHRI RAM SALES,GCSHEETTATXGCGC01045X1220X3050,18.0
4/30/2016,115048.0,187549.0,SHRI RAM SALES,GCSHEETTATXGCGC01045X1220X3660,88.0
4/30/2016,115048.0,187550.0,SHRI RAM SALES,GCSHEETTATXGCGC01045X1220X4270,29.0
4/30/2016,115048.0,195051.0,SHRI RAM SALES,GCSHEETTATXGCGC01040X1220x3660,12.0
4/30/2016,115048.0,436110.0,SHRI RAM SALES,GCSHEETTATXGCGC014X1220X4270,12.0
4/30/2016,115048.0,436290.0,SHRI RAM SALES,GCSHEETTATXGCGC0135X1220X4270,7.0
4/30/2016,117061.0,187546.0,BHARTIA  DISTRIBUTORS PVT. LTD.,GCSHEETTATXGCGC01045X1220X2440,23.0
4/30/2016,122331.0,186547.0,ANISH ENTERPRISE,GCSHEETTATXGCGC01050X1220X4270,21.0
4/30/2016,122331.0,186548.0,ANISH ENTERPRISE,GCSHEETTATXGCGC01050X1220X4880,6.0
4/30/2016,122331.0,195051.0,ANISH ENTERPRISE,GCSHEETTATXGCGC01040X1220x3660,11.0
4/30/2016,122331.0,220719.0,ANISH ENTERPRISE,GCSHEETTATXGCGC0104X910X3050,12.0
4/30/2016,122331.0,221068.0,ANISH ENTERPRISE,GCSHEETTATXGCGC01050X910X3050,8.0
4/30/2016,122331.0,221070.0,ANISH ENTERPRISE,GCSHEETTATXGCGC01050X910X4270,6.0
4/30/2016,122331.0,436110.0,ANISH ENTERPRISE,GCSHEETTATXGCGC014X1220X4270,20.0
4/30/2016,128543.0,143323.0,VIKRANT IRON PRIVATE LIMITED,GCSHEETTATXGCGC01063X840X3050,3.0
4/30/2016,128543.0,143324.0,VIKRANT IRON PRIVATE LIMITED,GCSHEETTATXGCGC01063X840X3660,6.0
4/30/2016,128543.0,220729.0,VIKRANT IRON PRIVATE LIMITED,GCSHEETTATXGCGC0103x910x4270,3.0
4/30/2016,160245.0,180199.0,M/S SHREE SALES,GCSHEETTATXGCGC01050X1220X3660,67.0
4/30/2016,160245.0,182187.0,M/S SHREE SALES,GCSHEETTATXGCGC01050X1220X2440,12.0
4/30/2016,160245.0,186547.0,M/S SHREE SALES,GCSHEETTATXGCGC01050X1220X4270,40.0
4/30/2016,160245.0,186548.0,M/S SHREE SALES,GCSHEETTATXGCGC01050X1220X4880,3.0
4/30/2016,160245.0,187546.0,M/S SHREE SALES,GCSHEETTATXGCGC01045X1220X2440,9.0
4/30/2016,160245.0,187548.0,M/S SHREE SALES,GCSHEETTATXGCGC01045X1220X3050,15.0
4/30/2016,160245.0,187550.0,M/S SHREE SALES,GCSHEETTATXGCGC01045X1220X4270,26.0
4/30/2016,160245.0,195051.0,M/S SHREE SALES,GCSHEETTATXGCGC01040X1220x3660,25.0
4/30/2016,160245.0,228913.0,M/S SHREE SALES,GCSHEETTATXGCGC01045X1220X4880,3.0
4/30/2016,160245.0,436110.0,M/S SHREE SALES,GCSHEETTATXGCGC014X1220X4270,9.0
4/30/2016,160245.0,436294.0,M/S SHREE SALES,GCSHEETTATXGCGC014X1220X2440,11.0
4/30/2016,160245.0,442560.0,M/S SHREE SALES,GCSHEETTATXGCGC013X1220X2440,4.0
4/30/2016,160245.0,442561.0,M/S SHREE SALES,GCSHEETTATXGCGC013X1220X3050,4.0
4/30/2016,162906.0,221069.0,MANGLA SONS,GCSHEETTATXGCGC01050X910X3660,27.0
4/30/2016,162906.0,231276.0,MANGLA SONS,GCSHEETTATXGCGC01063X910X3660,22.0
4/30/2016,813502.0,187546.0,PASA RESOURCES PRIVATE LIMITED,GCSHEETTATXGCGC01045X1220X2440,8.0
4/30/2016,813502.0,187548.0,PASA RESOURCES PRIVATE LIMITED,GCSHEETTATXGCGC01045X1220X3050,31.0
4/30/2016,813502.0,187549.0,PASA RESOURCES PRIVATE LIMITED,GCSHEETTATXGCGC01045X1220X3660,40.0
4/30/2016,813502.0,187550.0,PASA RESOURCES PRIVATE LIMITED,GCSHEETTATXGCGC01045X1220X4270,51.0
4/30/2016,813502.0,220706.0,PASA RESOURCES PRIVATE LIMITED,GCSHEETTATXGCGC01030X910X2440,6.0
4/30/2016,813502.0,220707.0,PASA RESOURCES PRIVATE LIMITED,GCSHEETTATXGCGC01030X910X3050,13.0
4/30/2016,813502.0,220708.0,PASA RESOURCES PRIVATE LIMITED,GCSHEETTATXGCGC01030X910X3660,9.0
4/30/2016,813502.0,220718.0,PASA RESOURCES PRIVATE LIMITED,GCSHEETTATXGCGC0104X910X2440,15.0
4/30/2016,813502.0,220720.0,PASA RESOURCES PRIVATE LIMITED,GCSHEETTATXGCGC0104X910X3660,41.0
4/30/2016,813502.0,220721.0,PASA RESOURCES PRIVATE LIMITED,GCSHEETTATXGCGC0104X910X4270,18.0
4/30/2016,813502.0,220724.0,PASA RESOURCES PRIVATE LIMITED,GCSHEETTATXGCGC01035X910X2440,6.0
4/30/2016,813502.0,220729.0,PASA RESOURCES PRIVATE LIMITED,GCSHEETTATXGCGC0103x910x4270,25.0
4/30/2016,813502.0,306582.0,PASA RESOURCES PRIVATE LIMITED,GCSHEETTATXGCGC0125X910X3660,30.0
4/30/2016,813502.0,306693.0,PASA RESOURCES PRIVATE LIMITED,GCSHEETTATXGCGC0125X910X3050,20.0
4/30/2016,813502.0,306694.0,PASA RESOURCES PRIVATE LIMITED,GCSHEETTATXGCGC0125X910X2440,16.0
4/30/2016,813502.0,442561.0,PASA RESOURCES PRIVATE LIMITED,GCSHEETTATXGCGC013X1220X3050,6.0
4/30/2016,817901.0,220708.0,KAUSALYA AGENCIES,GCSHEETTATXGCGC01030X910X3660,21.0
4/30/2016,817901.0,220718.0,KAUSALYA AGENCIES,GCSHEETTATXGCGC0104X910X2440,8.0
4/30/2016,817901.0,220720.0,KAUSALYA AGENCIES,GCSHEETTATXGCGC0104X910X3660,42.0
4/30/2016,817901.0,220721.0,KAUSALYA AGENCIES,GCSHEETTATXGCGC0104X910X4270,15.0
4/30/2016,817901.0,220726.0,KAUSALYA AGENCIES,GCSHEETTATXGCGC01035X910X3660,12.0
4/30/2016,847471.0,187548.0,AASHRAY ENTERPRISES,GCSHEETTATXGCGC01045X1220X3050,18.0
4/30/2016,847471.0,195051.0,AASHRAY ENTERPRISES,GCSHEETTATXGCGC01040X1220x3660,20.0
4/30/2016,847471.0,436231.0,AASHRAY ENTERPRISES,GCSHEETTATXGCGC014X1220X3050,14.0
4/30/2016,847471.0,442282.0,AASHRAY ENTERPRISES,GCSHEETTATXGCGC013X1220X4270,6.0
4/30/2016,847471.0,442562.0,AASHRAY ENTERPRISES,GCSHEETTATXGCGC013X1220X3660,3.0
4/30/2016,856737.0,143145.0,BAJRANG STEEL (SALES) CORPORATION,GCSHEETTATXGCGC01040X800X2440,3.0
4/30/2016,856737.0,143218.0,BAJRANG STEEL (SALES) CORPORATION,GCSHEETTATXGCGC01050X840X2740,3.0
4/30/2016,856737.0,143219.0,BAJRANG STEEL (SALES) CORPORATION,GCSHEETTATXGCGC01050X840X3050,13.0
4/30/2016,856737.0,143221.0,BAJRANG STEEL (SALES) CORPORATION,GCSHEETTATXGCGC01035X800X2740,13.0
4/30/2016,856737.0,143228.0,BAJRANG STEEL (SALES) CORPORATION,GCSHEETTATXGCGC01040X800X3050,9.0
4/30/2016,856737.0,143323.0,BAJRANG STEEL (SALES) CORPORATION,GCSHEETTATXGCGC01063X840X3050,3.0
